sep=,
0,86.02,61.13,76.5,986.5,697.2,1318,1333,476.4,677,232.1,507,251.5,391.5,255.7,206.6,920.7,287.8,597,663.5,35.93,53.76,24.9,104.3,11.44,661.5,543,153.6,184.4,354.6,3025,335.8,479.5,298.9,526.5,689,-4.189,125.8,485.3,-2.859,387.1,-450.4,252.7,220.3,-5.869,390.9,553.3,187,216.1,92.99,808.59,408.3,718.01,0,153.72
-35.36,0,38.81,74.15,524.1,787.6,270.6,526.1,182.6,448.8,37.85,333.5,214.5,240.9,163.9,61.11,749.3,280.5,336.9,318.9,-36.87,58.55,-13.99,109.7,100.1,357.5,0,76.3,0,262.9,0,0,183.8,31.14,179,-52.87,-66.46,359.3,-70.45,449.4,48.33,0,0,86.46,0,200.2,268.1,-617,62.56,0,200.94,219.9,-677.25,0,0
-11.12,3.446,0,167,636.1,637.4,903.8,1329,25.77,347.3,5.994,287.1,32.14,161.7,122.8,90.49,648.2,-4.449,212.5,537.4,-18.81,-144.4,-231.9,3,187,168,194.9,52.07,-10.43,-64.69,210.7,113.3,261.3,0,169.9,383.9,-259.1,389.3,245.6,22.67,103.5,-432.3,238.9,30.04,-88.11,0,333.3,0,-59.58,-39.16,360.82,171.49,272.33,22.06,174.35
-69.7,-113.6,-146.8,0,803.2,603.3,5695,884.9,-52.1,586.8,5688,197.8,213.1,19.05,-49.29,23.5,664.2,52.8,6096,872.3,-114.1,-111,-80.25,-141.3,-211,3629,4448,-9.451,393.6,48.49,4975,259,210,0,4284,-119.2,-282.5,101.4,5629,0,69.26,0,0,46.38,0,0,421.9,0,-203.6,184.9,233.51,-184.68,9.63,795.38,-280.9
156.4,457,89.6,25.82,0,-137.1,265.87,-259.7,84,-203.6,101.1,267.8,28.06,8.642,42.7,-323,-52.39,170,6.712,224.39,75.62,65.28,-98.12,143.1,123.5,256.5,157.1,488.9,147.5,-120.5,-318.9,313.5,202.1,727.8,-202.1,74.27,225.8,44.78,-143.9,0,190.3,-817.7,0,-504.2,72.96,-382.7,-248.3,0,104.7,57.65,215.81,6.39,0,0,147.97
16.51,-12.52,-50,-44.5,249.1,0,-181,-101.7,23.39,306.4,-10.72,179.7,-128.6,359.3,-20.98,53.9,489.7,580.5,53.28,-202,-38.32,-102.5,-139.4,-44.76,-28.25,75.14,0,-31.09,17.5,0,119.2,212.1,106.3,0,-399.3,-5.224,33.47,-48.25,-172.4,0,165.7,0,0,0,-52.1,0,0,37.63,-59.4,-46.01,150.02,98.2,0,0,0
300,496.1,362.3,377.6,-467.42,289.6,0,324.5,-195.4,-116,72.87,0,540.5,48.89,168,304,243.2,459,112.6,-69.29,325.4,370.4,353.7,497.5,133.9,220.6,399.5,887.1,0,188,12.72,0,0,0,-139,160.8,0,0,319,0,-197.5,-363.8,0,-452.2,0,835.6,139.6,0,407.9,0,-255.63,-144.77,0,0,580.28
275.8,217.5,24.34,244.2,-451.6,-265.2,-601.8,0,-356.1,-271.1,-449.4,0,-162.9,0,0,0,119.9,-305.5,0,408.9,0,0,0,1827,6915,0,0,8484,0,0,-687.1,0,0,-246.6,0,0,0,0,0,0,-494.2,0,0,-659,0,0,0,0,0,1005,0,0,0,0,0
26.76,42.92,140.1,365.8,164.5,108.7,472.5,-133.1,0,-37.36,-213.7,-190.4,-103.6,0,-174.2,-169,6201,7.341,481.7,669.4,-191.7,-130.3,-354.6,-39.2,-119.8,137.5,548.5,216.1,-46.28,-163.7,71.46,53.59,245.2,0,-44.58,0,-34.57,0,-61.7,0,-18.8,-588.9,0,0,0,0,37.54,0,0,-162.6,0,-288.94,91.01,0,179.74
505.7,56.3,23.39,106,529,-340.2,480.8,-155.6,128,0,-110.3,766,304.1,0,0,0,0,0,0,497.5,751.9,67.52,-483.7,0,0,0,0,0,0,0,0,117,0,0,0,-339.2,172.4,0,-268.8,0,-275.5,0,0,0,0,0,0,0,0,0,0,79.71,0,0,0
114.8,132.1,85.84,170,245.4,249.6,200.8,-36.72,372.2,185.1,0,-241.8,-235.7,0,-73.5,-196.7,475.5,0,494.6,660.2,-34.74,108.9,-209.7,54.57,442.4,-81.13,0,183,0,202.3,-101.7,148.3,18.88,0,52.08,-28.61,-275.2,0,85.33,0,560.2,0,0,0,0,0,151.8,0,0,0,0,36.34,446.9,0,0
329.3,110.4,18.12,428,139.4,227.8,0,0,385.4,-236.5,1167,0,-234,0,0,0,0,-233.4,-47.25,-268.1,0,0,-126.2,179.7,24.28,0,0,0,103.9,0,0,0,0,0,0,0,11.4,0,308.9,0,-122.3,0,0,0,0,0,0,0,0,0,0,-77.96,0,0,0
83.36,26.51,52.13,65.69,237.7,238.4,-314.7,-178.5,191.1,-7.838,461.3,457.3,0,-78.36,251.5,5422,0,213.2,-18.51,664.6,301.1,137.8,-154.3,47.67,134.8,95.18,0,140.9,-8.538,170.1,-20.11,-149.5,-202.3,0,128.8,0,240.2,-274,254.8,0,417,1338,0,0,0,0,0,0,0,0,0,567,102.21,0,0
-30.48,1.163,-44.85,296.4,-242.8,-481.7,-330.4,0,0,0,0,0,222.1,0,-107.2,-41.11,-200.7,0,358.9,0,-82.92,0,0,-99.81,30.05,0,0,0,-70.14,0,0,0,0,0,0,0,0,0,-164,0,0,-664.4,275.9,0,0,0,0,0,0,0,0,0,0,0,0
65.33,-28.7,-22.31,223,-150,-370.3,-448.2,0,394.6,0,136,0,-56.08,127.4,0,-189.2,0,0,147.1,0,0,0,0,71.23,-18.93,0,0,0,0,0,0,0,0,0,0,0,0,570.9,0,0,-38.77,448.1,-1327,0,0,0,0,0,0,0,0,0,0,0,0
-83.98,-25.38,-223.9,109.9,28.6,-406.8,-598.8,0,225.3,0,2889,0,-194.1,38.89,865.9,0,0,0,0,0,0,-73.85,-352.9,-262,-181.9,0,0,0,0,0,0,0,0,0,243.1,0,0,-196.3,22.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,2000,247.5,762.8,-17.4,-118.1,-341.6,-253.1,-450.3,0,-294.8,0,0,-15.07,0,0,0,89.7,-281.6,-396,287,-111,0,882,617.5,0,-139.3,0,0,0,0.1,0,0,0,0,0,0,0,-334.4,0,-89.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-101.6,-47.63,31.87,49.8,-132.3,-378.2,-332.9,-341.6,29.1,0,0,554.4,-156.1,0,0,0,117.4,0,-169.7,-153.7,0,-351.6,-114.7,-205.3,0,0,2845,0,0,0,0,0,-60.78,0,0,0,160.7,-158.8,0,0,0,0,0,0,0,0,0,0,0,-136.6,0,0,98.82,0,0
24.82,-40.62,-22.97,-138.4,185.4,162.6,242.8,0,-287.5,0,-266.6,99.37,38.81,-157.3,-108.5,0,777.4,134.3,0,0,4.933,-152.7,-15.62,-54.86,-4.624,-0.515,0,230.9,0.46,0,177.5,0,-62.17,-203,0,81.57,-55.77,0,-151.5,0,120.3,0,0,0,0,0,16.23,0,0,0,0,0,0,0,0
315.3,1264,62.32,89.86,-103.03,339.8,-145.88,-11,297.8,-165.5,-256.3,193.9,-338.5,0,0,0,493.8,-313.5,0,0,13.41,-44.7,39.63,183.4,-79.08,0,0,0,0,-208.9,0,228.4,-95,0,-463.6,0,-11.16,0,-228,0,-337,0,0,0,0,-322.3,0,0,0,0,0,12.55,-60.07,88.09,0
91.46,40.25,4.68,122.9,562.2,529,698.2,0,286.3,-47.51,35.38,0,225.4,131.2,0,0,429.7,0,54.32,519.1,0,108.3,249.6,62.42,153,32.73,86.2,450.1,59.02,0,0,0,344.4,0,0,0,-168.2,0,0,0,63.67,0,0,0,0,0,0,0,0,0,0,-127.9,0,0,0
34.01,-23.5,121.3,140.8,527.6,669.9,708.7,0,82.86,190.6,-133,0,-197.7,0,0,-141.4,140.8,587.3,258.6,543.3,-84.53,0,0,56.33,223.1,108.9,0,0,0,0,0,177.6,315.9,0,215,0,-91.8,0,0,0,-96.87,0,0,0,0,0,361.1,0,0,0,0,0,0,0,0
36.7,51.06,288.5,69.9,742.1,649.1,826.8,0,552.1,242.8,176.5,235.6,-20.93,0,0,-293.7,0,18.98,74.04,504.2,-157.1,0,0,-30.1,192.1,0,0,116.6,0,-64.38,0,86.4,0,0,363.7,0,111.2,0,0,0,255.8,0,0,-35.68,0,0,0,565.9,0,0,0,165.67,0,0,0
-78.45,160.9,-4.7,134.7,856.3,709.6,1201,10000,372,0,129.5,351.9,113.9,261.1,91.13,316.9,898.2,368.5,492,631,11.8,17.97,51.9,0,-75.97,490.9,534.7,132.2,0,546.7,0,247.8,146.6,0,337.7,369.5,1187.1,215.2,498.6,0,256.5,0,233.1,0,0,0,423.1,63.95,0,108.5,585.19,291.87,532.73,0,127.16
106.8,70.32,-97.27,402.5,325.7,612.8,-274.5,622.3,518.4,0,-171.1,383.3,-25.15,108.5,102.2,2951,334.9,0,363.5,993.4,-129.7,-8.309,-0.227,248.4,0,132.7,2213,0,0,0,0,0,593.4,0,0,0,0,0,0,0,-71.18,0,0,-209.7,0,0,434.1,0,0,0,0,0,0,0,8.48
-32.69,-1.996,10.38,-97.05,261.6,252.6,417.9,0,-142.6,0,129.3,0,-94.49,0,0,0,0,0,0.283,0,113,-9.639,0,-34.68,132.9,0,533.2,320.2,0,0,139.8,304.3,10.17,-27.7,0,0,10.76,0,-223.1,0,248.4,0,0,0,-218.9,0,0,0,0,-4.565,0,0,0,0,0
5541,0,1824,-127.8,561.6,0,360.7,0,-101.5,0,0,0,0,0,0,0,134.9,2475,0,0,1971,0,0,514.6,-123.1,-85.12,0,0,0,0,0,2990,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742.5
-52.65,16.62,21.5,40.68,609.8,914.2,1081,1421,303.7,0,243.8,0,112.4,0,0,0,0,0,335.7,0,-7309,0,-26.06,-60.71,0,277.8,0,0,0,0,0,292.7,0,0,0,0,-47.37,0,0,0,469.8,0,0,0,0,0,0,0,0,0,0,0,684.78,0,0
-7.481,0,28.41,19.56,461.6,448.6,0,0,160.6,0,0,201.5,63.71,106.7,0,0,0,0,161,0,-27.94,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66,0,0,0,78.92,0,0,0,0,1004,0,0,0,-18.27,0,0,0,0,0,0,0
-25.31,82.64,157.3,128.8,521.6,0,23.48,0,317.5,0,-146.3,0,-87.31,0,0,0,0,0,0,570.6,0,0,48.48,-133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.9,0,221.4,150.6,267.6,240.8,-137.4,838.4,135.4,0,152,0,9.207,0,0,0,192.3,0,169.6,0,0,0,0,0,0,481.3,0,0,0,0,0,0,0,0,-417.2,0,0,0,302.2,0,347.8,0,0,-262,0,0,-353.5,0,0,0,0,0,0,0,0
128,0,58.68,26.41,501.3,431.3,0,0,138,245.9,21.92,0,476.6,0,0,0,0,0,0,616.6,0,-40.82,21.76,48.49,0,64.28,2448,-27.45,0,0,0,0,0,0,0,0,0,0,0,0,68.55,0,0,0,0,0,0,0,0,0,0,0,190.81,0,0
-31.52,174.6,-154.2,1112,524.9,494.7,0,0,-142.6,0,24.37,0,736.4,0,0,0,0,-42.71,136.9,5256,-262.3,-174.5,0,77.55,-185.3,125.3,4288,0,0,0,0,0,0,0,32.9,0,0,0,0,0,195.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-72.88,41.38,0,0,68.95,0,0,0,443.6,0,0,0,0,0,0,0,0,0,329.1,0,0,0,0,0,0,174.4,0,0,0,0,0,0,0,0,0,0,2073,0,-119.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.49,64.07,2.504,-143.2,-25.87,695,-240,0,110.4,0,41.57,0,-93.51,0,0,-257.2,0,0,0,180.2,0,-215,-343.6,-58.43,0,0,0,0,85.7,0,535.8,0,-111.2,0,0,0,0,0,-97.71,0,153.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-165.9,573,-123.6,397.4,389.3,218.8,386.6,0,0,354,175.5,0,0,0,0,0,0,0,-42.31,0,0,0,0,-85.15,0,0,0,0,0,0,0,0,0,0,0,0,-208.8,0,-8.804,0,423.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.41,124.2,395.8,419.1,738.9,528,0,0,-40.9,183.8,611.3,134.5,-217.9,0,0,0,0,281.6,335.2,898.2,383.2,301.9,-149.8,-134.2,0,379.4,0,167.9,0,0,0,0,0,631.5,0,837.2,0,0,255,0,730.8,0,0,26.35,0,0,0,2429,0,0,0,-127.06,0,0,0
-5.132,-131.7,-237.2,-157.3,649.7,645.9,0,0,0,0,0,0,167.3,0,-198.8,116.5,0,159.8,0,0,0,0,0,-124.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.59
-31.95,249,-133.9,-240.2,64.16,172.2,-287.1,0,97.04,13.89,-82.12,-116.7,-155.2,49.7,0,-185.2,343.7,0,150.6,-97.77,0,0,0,-186.7,0,223.6,0,0,-71,0,-191.7,0,0,6.699,136.6,5.15,137.7,0,0,-5.579,72.31,0,0,0,0,0,0,0,0,0,0,0,0,0,39.84
147.3,62.4,140.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.6,55.8,0,0,0,0,0,111.8,0,122.4,0,0,0,0,0,0,0,0
529,1397,317.6,615.8,88.63,171,284.4,-167.3,123.4,577.5,-234.9,145.4,-247.8,0,284.5,0,-22.1,0,-61.6,1179,182.2,305.4,-193,335.7,956.1,0,0,885.5,0,-64.28,-264.3,288.1,627.7,0,-29.34,-53.91,-198,0,-28.65,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.53,0,0
-34.26,0,787.9,0,1913,0,180.2,0,992.4,0,0,0,448.5,961.8,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2166,0,0,0,0,0,0,0,0,0,0,0,0
110.2,0,234.4,0,0,0,0,0,0,0,0,0,0,-125.2,1604,0,0,0,0,0,0,0,0,70.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.3,0,0,0,0,0,0,0,0,0,0,0,0,0
13.89,-16.11,-23.88,6.214,796.9,0,832.2,-234.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.2,0,161.5,0,0,0,-274.1,0,262,0,0,0,0,0,-66.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.74,0,167.9,0,794.4,762.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.97,9.755,0,0,394.8,0,-509.3,0,0,0,0,0,0,0,0,0,0,0,0,-70.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-11.92,132.4,-86.88,-19.45,517.5,0,-205.7,0,156.4,0,-3.444,0,0,0,0,0,0,0,119.2,0,0,-194.7,0,3.163,7.082,0,0,0,0,0,515.8,0,0,0,0,0,0,0,0,0,101.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.93,543.6,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-363.1,-11.3,0,0,0,0,6.971,0,0,0,0,0,0,0,148.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.61,161.1,142.9,274.1,-61.2,-89.24,-384.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.479,0,23.93,2.845,682.5,597.8,0,810.5,278.8,0,0,0,0,0,0,0,0,221.4,0,0,0,0,0,-79.34,0,176.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245.21,384.45,47.05,347.13,72.19,265.75,627.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.49,-2.8,344.42,510.32,244.67,163.76,833.21,0,569.18,-1.25,-38.4,69.7,-375.6,0,0,0,0,0,0,600.78,291.1,0,-286.26,-52.93,0,0,0,0,0,0,0,0,0,0,0,0,177.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272.82,569.71,165.18,369.89,0,0,0,0,-62.02,0,-229.01,0,-196.59,0,0,0,0,100.25,0,472.04,0,0,0,196.73,0,0,0,434.32,0,0,0,313.14,0,0,0,0,0,0,0,0,-244.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,920.49,305.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.31,0,-106.7,568.47,284.28,0,401.2,0,106.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.37,5.76,0,-272.01,0,0,0,0,0,0,0,0,0,0,107.84,-33.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
